Num_etab;Type_e;Appellation officielle;Label;Items;Année;Date de 1ère labellisation;Renouvellement 1;Renouvellement 2;Renouvellement 3;Renouvellement 4;Secteur;Commune;Latitude;Longitude;Nature uai;Département;Type de contrat;Téléphone;Chef d'établissement;territoire
0250003T;collège;Collège Jean Bauhin;Niveau 2;17;2024;2024 - Niveau 2;;;;;Public;Audincourt;47.47951278049735;6.849090225779805;COLLEGE;Doubs;SANS OBJET;381355870;MILLOT Fanny;
0250136M;école;Ecole élémentaire Premiers Castors;Niveau 2;12;2023;2023 - Niveau 2;;;;;Public;Audincourt;47.47696608998802;6.846439745960947;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250001R;lycée professionnel;Lycée professionnel Nelson Mandela - Lycée des métiers et de l'ouverture internationale;Niveau 3;20;2024;2020 - Niveau 2;2024  -  Niveau 3;2029;;;Public;Audincourt;47.48440477835469;6.851839399677355;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381307800;SEMONT Gérald;
0250146Y;école;Ecole primaire;Niveau 1;13;2022;2022 - Niveau 1;;;;;Public;Autechaux;47.377121629029084;6.383520596002425;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250005V;collège;Collège René Cassin;Niveau 3;21;2024;2019 - Niveau 3;2024  -  Niveau 3;;;;Public;Baume-les-Dames;47.35076846920827;6.352530612760996;COLLEGE;Doubs;SANS OBJET;381841588;DEGRANDCOURT Ludovic;
0250063H;lycée professionnel;Lycée professionnel Jouffroy d'Abbans;Niveau 3;22;2023;2022 - Niveau 1;2023  -  Niveau 3;2028;;;Public;Baume-les-Dames;47.34956760159781;6.350400573622814;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381840277;DUPRAT Sophie;
0251718G;école;Ecole élémentaire Claire Radreau;Niveau 2;16;2025;2020 - Niveau 2;2025  -  Niveau 2;2030;;;Public;Bavans;47.485649642861226;6.732609460361828;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251343Z;école;Ecole maternelle Françoise Dolto;Niveau 2;17;2025;2020 - Niveau 1;2025  -  Niveau 2;2030;;;Public;Bavans;47.480876929025946;6.73264064994941;ECOLE MATERNELLE;Doubs;SANS OBJET;;;
0251587P;collège;Collège privé Saint Joseph;Niveau 3;24;2023;2013 - Niveau 2;2018  -  Niveau 3;2028;;;Privé;Besançon;47.245620688398866;6.033739426836159;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381530826;M. CHABOD Frédéric;territoire2
0251589S;collège;Institution Notre-Dame Saint-Jean - Collège;Niveau 3;22;2022;2012 - Niveau 2;2017  -  Niveau 3;2027;;;Privé;Besançon;47.25130380350514;6.005099336173178;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381474220;M. PECHINOT Fabrice;
0251347D;école;Ecole primaire privée Sainte Colette;Niveau 3;24;2025;2019 - Niveau 1;2024  -  Niveau 2;2025  - Niveau 3;2030;;Privé;Besançon;47.245900415664494;6.030830026699622;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;territoire2
0251143G;école;Ecole primaire privée Saint-Jean;Niveau 3;23;2023;2017 - Niveau 3;2022  -  Perte;2023  - Niveau 3;2028;;Privé;Besançon;47.25936930621812;6.0182901784898;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0251173P;école;Ecole primaire privée Notre-Dame;Niveau 3;24;2023;2017 - Niveau 2;2022  -  Perte;2023  - Niveau 3;2028;;Privé;Besançon;47.25079796723765;6.0044902003605065;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0251021Z;lycée GT ou polyvalent;LGT PR St Paul - Lycée des métiers de la conception de produits et de l'aménagement de l'habitat;Niveau 3;24;2025;2019 - Niveau 1;2024  -  Niveau 2;2025  - Niveau 3;2030;;Privé;Besançon;47.24534711534769;6.036720590873194;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381472929;M. CHABOD Frédéric;territoire2
0251028G;lycée GT ou polyvalent;Institution Notre-Dame Saint-Jean-Lycée;Niveau 2;15;2025;2017 - Niveau 3;2022  -  Perte;2025  - Niveau 2;2030;;Privé;Besançon;47.25894161568235;6.020494640160017;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;CONTRAT ASSOCIATION PARTIE DES CLASSES;381474220;M. MASSART Alexis;
0251592V;lycée professionnel;LP PR St Joseph - Lycée des métiers de la conception de produits et de l'aménagement de l'habitat;Niveau 3;24;2025;2019 - Niveau 1;2024  -  Niveau 2;2025  - Niveau 3;2030;;Privé;Besançon;47.24589106141387;6.0346305266422275;LYCEE PROFESSIONNEL;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;M. CHABOD Frédéric;territoire2
0251127P;collège;Collège Voltaire;Niveau 3;23;2025;2020 - Niveau 3;2025  -  Niveau 3;;;;Public;Besançon;47.22076167605895;5.959119576253574;COLLEGE;Doubs;SANS OBJET;381511145;BATLOGG François;territoire1
0251080N;collège;Collège Diderot;Niveau 3;24;2024;2019 - Niveau 3;2024  -  Niveau 3;;;;Public;Besançon;47.221353426514895;5.971549365480695;COLLEGE;Doubs;SANS OBJET;381510433;CUENOT Christophe;territoire1
0251116C;collège;Collège Clairs Soleils;Niveau 2;20;2021;2021 - Niveau 2;;;;;Public;Besançon;47.25213678280834;6.058809727271883;COLLEGE;Doubs;SANS OBJET;381613434;TARBY Catherine;
0251348E;collège;Collège Albert Camus;Niveau 3;20;2024;2019 - Niveau 3;2024  -  Niveau 3;;;;Public;Besançon;47.259709052182416;6.01055975421952;COLLEGE;Doubs;SANS OBJET;381505124;DARU Marie-Noëlle;
0250012C;collège;Collège Louis et Auguste Lumière;Niveau 3;19;2023;2023 - Niveau 3;;;;;Public;Besançon;47.23979190779638;6.028530390072808;COLLEGE;Doubs;SANS OBJET;381820645;DURAND Sabrina;
0251355M;école;Ecole Elémentaire Charles Fourier;Niveau 1;8;2023;2023 - Niveau 1;;;;;Public;Besançon;47.2206209660501;5.9611006459508085;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251371E;EREA;Etablissement régional d'enseignement adapté Simone Veil;Niveau 3;20;2022;2021 - Niveau 2;2022  -  Niveau 3;2027;;;Public;Besançon;47.239345041102524;5.9740903644376395;ETAB REGIONAL/LYCEE ENSEIGNEMENT ADAPTE;Doubs;SANS OBJET;;BERTONECHE Étienne;
0250008Y;lycée GT ou polyvalent;Lycée général et technologique Louis Pasteur;Niveau 3;23;2024;2023 - Niveau 2;2024  -  Niveau 3;2029;;;Public;Besançon;47.23804940780935;6.019869609317338;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;SANS OBJET;381812289;"LONCHAMPT Gilles
GUILLOT Aurélie - DR";
0250010A;lycée GT ou polyvalent;Lycée général et technologique Louis Pergaud;Niveau 3;24;2024;2019 - Niveau 3;2024  -  Niveau 3;2029;;;Public;Besançon;47.264557933036464;6.042339373613688;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;SANS OBJET;381547777;BARETJE Jérôme;
0251711Z;lycée GT ou polyvalent;Lycée polyvalent Claude Nicolas Ledoux;Niveau 3;22;2023;2020 - Niveau 1;2022  -  Niveau 2;2023  - Niveau 3;2028;;Public;Besançon;47.25368532957058;5.999970193747298;LYCEE POLYVALENT;Doubs;SANS OBJET;381481818;TEYSSIER Jean-Paul;
0250011B;lycée GT ou polyvalent;LPO Jules Haag;Niveau 3;23;2023;2018 - Niveau 1;2023  -  Niveau 3;2028;;;Public;Besançon;47.23883565943557;6.012610423155057;LYCEE POLYVALENT;Doubs;SANS OBJET;381810145;CAGNE Laurent;
0250013D;lycée professionnel;Lycée professionnel Pierre-Adrien Pâris - Lycée des métiers du bâtiment, de la construction durable et des travaux publics;Niveau 3;23;2025;2015 - Niveau 3;2020  -  Niveau 3;2025  - Niveau 3;2030;;Public;Besançon;47.26076541960632;5.996840074908477;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381476060;FAILLENET Béatrice;
0251079M;lycée professionnel;Lycée professionnel Tristan Bernard - Lycée des métiers des services aux entreprises;Niveau 2;20;2025;2018 - Niveau 1;2020  -  Niveau 2;2025  - Niveau 2;2030;;Public;Besançon;47.218021648057224;5.97944976106934;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381520001;FEUVRIER François;
0250014E;lycée professionnel;Lycée professionnel Condé;Niveau 3;19;2025;2018 - Niveau 2;2021  -  Niveau 3;2025  - Niveau 3;2030;;Public;Besançon;47.23913331546405;6.0170295145774295;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381826060;GRUSS Virginie;
0251209D;collège;Collège Claude Lorius;Niveau 1;9;2024;2024 - Niveau 1;;;;;Public;Bethoncourt;47.53840507018112;6.80400939043247;COLLEGE;Doubs;SANS OBJET;381966118;BAUDIQUEZ Xavier;
0250348T;école;Ecole primaire;Niveau 3;18;2025;2024 - Niveau 2;2025  -  Niveau 3;2030;;;Public;Chapelle-des-Bois;46.59882440211532;6.115490568382431;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250368P;école;Pôle scolaire Louise et René ROBBE;Niveau 1;13;2025;2025 - Niveau 1;;;;;Public;Chaux-Neuve;46.6775578883672;6.134825548559394;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251721K;école;Ecole primaire Arnoux Denise;Niveau 1;10;2025;2015 - Niveau 2;2020  -  Niveau 3;2025  - Niveau 1;2030;;Public;Chemaudin et Vaux;47.22250238827896;5.896623379559966;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250419V;école;Ecole primaire;Niveau 1;11;2021;2021 - Niveau 1;;;;;Public;Dannemarie-sur-Crète;47.205684797864585;5.869445575492516;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251263M;lycée agricole;Lycée d'enseignement général, technologique et professionnel agricole de Dannemarie - Besancon;Niveau 2;19;2025;2024 - Niveau 1;2025  -  Niveau 2;2030;;;Public;Dannemarie-sur-Crète;47.200786302542056;5.870700388528962;LYCEE ENS GENERAL TECHNO PROF AGRICOLE;Doubs;SANS OBJET;;;
0251741G;école;Ecole primaire La Combotte;Niveau 1;9;2021;2021 - Niveau 1;;;;;Public;Dasle;47.48343644339903;6.905830264143181;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250428E;école;Ecole primaire;Niveau 2;20;2025;2025 - Niveau 2;;;;;Public;Devecey;47.327506139617824;6.012639499996495;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251949H;collège;Collège Lucie Aubrac;Niveau 3;23;2022;2022 - Niveau 3;;;;;Public;Doubs;46.92223306140946;6.3378696839183215;COLLEGE;Doubs;SANS OBJET;381399440;FAREY Monique;
0250447A;école;Ecole primaire;Niveau 1;11;2021;2021 - Niveau 1;;;;;Public;Epeugney;47.117032879520366;6.023910223004713;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251211F;collège;Collège Paul Langevin;Niveau 2;16;2023;2018 - Niveau 2;2023  -  Niveau 2;;;;Public;Etupes;47.50302825702033;6.854469859787055;COLLEGE;Doubs;SANS OBJET;381942530;DEMOULIN Fabienne;
0250543E;école;Ecole élémentaire;Niveau 3;19;2024;2024 - Niveau 3;;;;;Public;Fournets-Luisans;47.11188023136787;6.561680105938101;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251333N;école;Ecole élémentaire Xavier Marmier;Niveau 3;18;2022;2021 - Niveau 1;2022  -  Niveau 3;2027;;;Public;Frasne;46.85770168303711;6.159220289108964;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251375J;collège;Collège des Quatre Terres;Niveau 3;19;2023;2020 - Niveau 2;2023  -  Niveau 3;;;;Public;Hérimoncourt;47.44344929614389;6.884360661804051;COLLEGE;Doubs;SANS OBJET;381361131;BORNE Anne-Lise;
0250560Y;école;Ecole élémentaire Centre;Niveau 1;17;2025;2025 - Niveau 1;;;;;Public;Hérimoncourt;47.43901513701598;6.883439783908682;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250364K;école;Ecole primaire;Niveau 2;12;2021;2021 - Niveau 2;;;;;Public;La Chaux;47.02257147095475;6.433649596736076;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251058P;collège;Collège privé Immaculée-Conception;Niveau 3;21;2023;2023 - Niveau 3;;;;;Privé;Le Russey;47.161677930746905;6.727430332451715;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381437270;M. GOGUEY William;
0251281G;école;Ecole primaire privée de L'Immaculée-Conception;Niveau 3;21;2023;2023 - Niveau 3;;;;;Privé;Le Russey;47.16238315927857;6.728564100369878;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0251699L;école;Ecole primaire;Niveau 1;13;2025;2025 - Niveau 1;;;;;Public;Les Fourgs;46.83508568732594;6.399699346830047;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251053J;collège;Collège privé Saint Joseph;Niveau 1;8;2022;2022 - Niveau 1;;;;;Privé;Maîche;47.251904188167565;6.7971004190796185;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381640584;M. BALON Norbert;
0251373G;collège;Collège Mont Miroir;Niveau 1;10;2023;2023 - Niveau 1;;;;;Public;Maîche;47.24949365717478;6.81075970724552;COLLEGE;Doubs;SANS OBJET;381640923;VERGUET Didier;
0250662J;école;Ecole élémentaire intercommunale du Mont d'Or;Niveau 2;14;2025;2025 - Niveau 2;;;;;Public;Métabief;46.773936971187496;6.3500906407772275;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251057N;collège;Collège privé Saint Maimboeuf;Niveau 3;23;2022;2022 - Niveau 3;;;;;Privé;Montbéliard;47.5109372466527;6.790199366767737;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381949179;Mme LABOISSIERE Florence;
0250035C;collège;Collège Guynemer;Niveau 1;8;2021;2021 - Niveau 1;;;;;Public;Montbéliard;47.513469731807824;6.796669389377004;COLLEGE;Doubs;SANS OBJET;381910330;COURANJOU Danièle;
0251395F;collège;Collège Lou Blazer;Niveau 3;22;2024;2019 - Niveau 3;2024  -  Niveau 3;;;;Public;Montbéliard;47.49841073923035;6.791109347380717;COLLEGE;Doubs;SANS OBJET;381982944;BERGER Aurélie;
0250689N;école;Ecole maternelle Gambetta;Niveau 1;7;2022;2022 - Niveau 1;;;;;Public;Montbéliard;47.514318173998866;6.797789830207487;ECOLE MATERNELLE;Doubs;SANS OBJET;;;
0250030X;lycée GT ou polyvalent;Lycée général et technologique Georges Cuvier;Niveau 3;20;2021;2016 - Niveau 3;2021  -  Niveau 3;2026;;;Public;Montbéliard;47.51495688763119;6.803899733041705;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;SANS OBJET;381907740;BRZUSTOWSKI Yves;
0251994G;lycée GT ou polyvalent;Lycée polyvalent Germaine Tillion;Niveau 1;16;2025;2020 - Niveau 1;2025  -  Niveau 1;2030;;;Public;Montbéliard;47.496430329509614;6.809979335811089;LYCEE POLYVALENT;Doubs;SANS OBJET;381998484;CARLIER Frédéric;
0251090Z;collège;Collège Jean-Claude Bouquet - Val de Morteau;Niveau 2;15;2021;2021 - Niveau 2;;;;;Public;Morteau;47.05890598453254;6.608730128646119;COLLEGE;Doubs;SANS OBJET;381676830;CLAPIER Isabelle;
0251671F;lycée GT ou polyvalent;LPO Edgar Faure - Lycée des métiers de la précision et du luxe;Niveau 3;20;2025;2021 - Niveau 1;2022  -  Niveau 2;2025  - Niveau 3;2030;;Public;Morteau;47.06213624017925;6.6073702163599135;LYCEE POLYVALENT;Doubs;SANS OBJET;381676880;FINCK Thierry;
0251054K;collège;Collège privé Jean Bosco;Niveau 2;22;2023;2018 - Niveau 2;2023  -  Niveau 2;;;;Privé;Orchamps-Vennes;47.130870057440845;6.5282795513646965;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381435252;Mme LAFFITTE Fabienne;
0251275A;école;Ecole primaire privée Nicolas Busson;Niveau 3;22;2023;2018 - Niveau 2;2023  -  Niveau 3;2028;;;Privé;Orchamps-Vennes;47.130634351815814;6.528059426053708;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0250747B;école;Ecole élémentaire;Niveau 2;16;2023;2018 - Niveau 1;2023  -  Niveau 2;2028;;;Public;Orchamps-Vennes;47.13001483808965;6.524289706048397;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251055L;collège;Collège privé Sainte Marie - Saint Michel;Niveau 2;16;2021;2020 - Niveau 1;2021  -  Niveau 2;;;;Privé;Ornans;47.10825709733862;6.140769502180468;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381621279;M. BUCHAILLARD Eric;
0251277C;école;Ecole primaire privée Sainte Marie Saint Michel;Niveau 2;16;2021;2020 - Niveau 1;2021  -  Niveau 2;2026;;;Privé;Ornans;47.10846746371695;6.140820036075521;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0251129S;collège;Collège Pierre Vernier;Niveau 3;23;2025;2012 - Niveau 2;2017  -  Niveau 2;2025  - Niveau 3;2030;;Public;Ornans;47.10307286776727;6.1357498439103555;COLLEGE;Doubs;SANS OBJET;381622501;ORSAT Jean-Marc;
0250843F;école;Ecole primaire;Niveau 1;10;2025;2025 - Niveau 1;;;;;Public;Osselle-Routelle;47.16755644673736;5.852890074528065;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250764V;école;Ecole primaire;Niveau 2;14;2021;2021 - Niveau 2;;;;;Public;Pelousey;47.27451405041645;5.920070240051001;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251677M;collège;Collège André Malraux;Niveau 3;19;2023;2018 - Niveau 3;2023  -  Niveau 3;;;;Public;Pontarlier;46.89490782349362;6.365140141835257;COLLEGE;Doubs;SANS OBJET;381468887;FARRUGIA Frédéric;
0251524W;collège;Collège Philippe Grenier;Niveau 2;16;2023;2023 - Niveau 2;;;;;Public;Pontarlier;46.901857813661366;6.353339394754599;COLLEGE;Doubs;SANS OBJET;381391590;BOILLOD-CERNEUX Joël;
0251546V;école;Ecole primaire Charles Péguy;Niveau 1;18;2024;2024 - Niveau 1;;;;;Public;Pontarlier;46.91484447193932;6.357460196743393;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250043L;lycée GT ou polyvalent;Lycée polyvalent Xavier Marmier;Niveau 3;20;2021;2016 - Niveau 3;2021  -  Niveau 3;2027;;;Public;Pontarlier;46.91502432037641;6.35013944365018;LYCEE POLYVALENT;Doubs;SANS OBJET;381469480;MOREL Pascal;
0251349F;lycée professionnel;Lycée professionnel Toussaint Louverture;Niveau 3;22;2025;2020 - Niveau 3;2025  -  Niveau 3;2030;;;Public;Pontarlier;46.91431466501378;6.343580372214206;LYCEE PROFESSIONNEL;Doubs;SANS OBJET;381390221;ROUILLIER Philippe;
0250047R;collège;Collège Olympe de Gouges;Niveau 2;19;2025;2020 - Niveau 2;2025  -  Niveau 2;;;;Public;Pont-de-Roide-Vermondans;47.39308622394696;6.772410058272304;COLLEGE;Doubs;SANS OBJET;381993838;COURPASSON Carine;
0251673H;collège;Collège Georges Pompidou;Niveau 3;24;2023;2018 - Niveau 3;2023  -  Niveau 3;;;;Public;Pouilley-les-Vignes;47.25638908684044;5.92830010097994;COLLEGE;Doubs;SANS OBJET;381554500;FAGAUT Ludovic;
0250829R;école;Ecole primaire;Niveau 2;17;2022;2020 - Niveau 1;2022  -  Niveau 2;2027;;;Public;Rochejean;46.745647286635275;6.293709610030295;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250834W;école;Ecole élémentaire Nelson Mandela;Niveau 1;10;2025;2025 - Niveau 1;;;;;Public;Roset-Fluans;47.163055928653236;5.827073072158567;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0250051V;collège;Collège Aigremont;Niveau 3;24;2023;2019 - Niveau 1;2021  -  Niveau 2;2028;;;Public;Roulans;47.318682734756344;6.2271993800905605;COLLEGE;Doubs;SANS OBJET;381555083;VIEIRA José;
0251394E;collège;Collège Jean Jaurès;Niveau 1;21;2024;2011 - Niveau 2;2016  -  Niveau 2;2024  - Niveau 1;2029;;Public;Saint-Vit;47.18347509941953;5.819009994058001;COLLEGE;Doubs;SANS OBJET;381877062;SEGUIN Delphine;
0251452T;école;Ecole primaire Roussey René;Niveau 2;13;2022;2022 - Niveau 2;;;;;Public;Saint-Vit;47.18028425226854;5.805809857275171;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251061T;collège;Collège privé Sainte Jeanne-Antide;Niveau 2;19;2023;2023 - Niveau 2;;;;;Privé;Sancey;47.3028801834676;6.591839699520523;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381868701;M. ROYET Laurent;
0251376K;collège;Collège Entre Deux Velles;Niveau 2;17;2024;2024 - Niveau 2;;;;;Public;Saône;47.225912836100505;6.114149474574617;COLLEGE;Doubs;SANS OBJET;381557222;PICHETTI Marie-Pierre;
0251397H;collège;Collège Les Hautes Vignes;Niveau 2;17;2021;2020 - Niveau 1;2021  -  Niveau 2;;;;Public;Seloncourt;47.47165765562169;6.85640985034442;COLLEGE;Doubs;SANS OBJET;381341066;BARADEL Patrick;
0250056A;collège;Collège Jouffroy d'Abbans;Niveau 3;18;2023;2018 - Niveau 2;2023  -  Niveau 3;;;;Public;Sochaux;47.512047196475024;6.8414497402084065;COLLEGE;Doubs;SANS OBJET;381942478;LOCHET Marie-Aurore -intérim;
0251576C;école;Ecole élémentaire;Niveau 1;11;2021;2021 - Niveau 1;;;;;Public;Thise;47.282472906569126;6.075499348085075;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251453U;école;Ecole maternelle;Niveau 1;11;2021;2021 - Niveau 1;;;;;Public;Thise;47.282574581946406;6.075130493393727;ECOLE MATERNELLE;Doubs;SANS OBJET;;;
0250912F;école;Ecole primaire;Niveau 1;6;2021;2021 - Niveau 1;;;;;Public;Vaire;47.28301327412082;6.152979395500566;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;SANS OBJET;;;
0251372F;collège;Collège Edgar Faure;Niveau 3;22;2022;2022 - Niveau 3;;;;;Public;Valdahon;47.15209798530859;6.341070610253597;COLLEGE;Doubs;SANS OBJET;381562172;ESTEVE Laurent (DR);
0251428S;école;Ecole maternelle Lavoisier;Niveau 1;7;2021;2021 - Niveau 1;;;;;Public;Valdahon;47.152864918825934;6.339600448961803;ECOLE MATERNELLE;Doubs;SANS OBJET;;;
0250058C;lycée GT ou polyvalent;Lycée général et technologique Armand Peugeot;Niveau 2;17;2022;2020 - Niveau 1;2022  -  Niveau 2;2027;;;Public;Valentigney;47.469764977037784;6.826929961864551;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Doubs;SANS OBJET;381307100;LECOMTE Isabelle;
0251062U;collège;Collège privé Sacré-Coeur;Niveau 2;18;2024;2019 - Niveau 2;2024  -  Niveau 2;;;;Privé;Vercel-Villedieu-le-Camp;47.180628452622514;6.394859385406373;COLLEGE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;381583624;Mme DEAU Sylvie;
0251284K;école;Ecole primaire privée du Sacré-Coeur;Niveau 2;17;2024;2019 - Niveau 2;2024  -  Niveau 2;2029;;;Privé;Vercel-Villedieu-le-Camp;47.180744448255815;6.3953900829013035;ECOLE DE NIVEAU ELEMENTAIRE;Doubs;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0700122C;école;Ecole maternelle;Niveau 1;10;2024;2024 - Niveau 1;;;;;Public;Arpenans;47.615181126010214;6.407840810209495;ECOLE MATERNELLE;Haute-Saône;SANS OBJET;;;
0700123D;école;POLE EDUCATIF;Niveau 1;14;2024;2024 - Niveau 1;;;;;Public;Athesans-Etroitefontaine;47.595797806493124;6.508604877876038;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700128J;école;POLE EDUCATIF;Niveau 3;24;2024;2019 - Niveau 2;2024  -  Niveau 3;2029;;;Public;Authoison;47.488759077252745;6.142085811125789;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700135S;école;Ecole élémentaire;Niveau 1;10;2023;2023 - Niveau 1;;;;;Public;Auxon;47.68332478609222;6.166122248575956;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700168C;école;ECOLE MATERNELLE PUBLIQUE;Niveau 1;10;2023;2023 - Niveau 1;;;;;Public;Bougnon;47.69311886582002;6.108676566303897;ECOLE MATERNELLE;Haute-Saône;SANS OBJET;;;
0700980K;école;Ecole élémentaire;Niveau 1;10;2023;2023 - Niveau 1;;;;;Public;Breuches;47.79838625631621;6.32766841299885;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700183U;école;Ecole élémentaire Marc Roussel;Niveau 1;14;2023;2023 - Niveau 1;;;;;Public;Breuchotte;47.836887021324316;6.468023557185878;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700895T;collège;Collège Victor Schoelcher;Niveau 3;19;2021;2013 - Niveau 2;2018  -  Niveau 2;2026;;;Public;Champagney;47.70685687038422;6.676354474901233;COLLEGE;Haute-Saône;SANS OBJET;384279670;KLATT Sylvie;
0700256Y;école;Ecole élémentaire;Niveau 3;20;2024;2024 - Niveau 3;;;;;Public;Colombe-lès-Vesoul;47.61523928762002;6.213454966059832;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700004Z;collège;Collège Gaston Ramon;Niveau 3;23;2025;2020 - Niveau 3;2025  -  Niveau 3;;;;Public;Dampierre-sur-Salon;47.56301972839108;5.670687147440438;COLLEGE;Haute-Saône;SANS OBJET;384671221;LONCHAMPT Erika;
0700378F;école;Ecole primaire;Niveau 1;13;2024;2024 - Niveau 1;;;;;Public;Fallon;47.507139209052276;6.482617879891023;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700868N;école;Ecole primaire du Centre;Niveau 1;17;2025;2025 - Niveau 1;;;;;Public;Faucogney-et-la-Mer;47.840932972541786;6.562787422256906;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
0700006B;collège;Collège Louis Pergaud;Niveau 3;20;2023;2011 - Niveau 2;2016  -  Niveau 2;2023  - Niveau 3;2028;;Public;Faverney;47.76550186138986;6.103944896190523;COLLEGE;Haute-Saône;SANS OBJET;384913191;LEVAIN Stéphane;
0700390U;école;Ecole élémentaire;Niveau 2;15;2024;2024 - Niveau 2;;;;;Public;Flagy;47.699125698591835;6.189450499105135;ECOLE DE NIVEAU ELEMENTAIRE;Haute-Saône;SANS OBJET;;;
